Name,Wins,Losses,Draws,Height,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Erin Blanchfield,13,2,0,64.0,"66""",5.24,44%,4.21,59%,1.86,31%,80%,0.8
Fernando Bruno,15,4,0,66.0,--,1.75,39%,1.78,48%,2.02,22%,56%,0.5
Joanderson Brito,17,5,1,68.0,"72""",2.48,50%,2.49,42%,2.49,68%,56%,1.0
Luc Bondole,5,2,2,74.0,--,3.35,51%,2.04,62%,0.00,0%,0%,1.8
Lee Kwan Bum,0,1,0,74.0,--,0.71,14%,0.00,100%,0.00,0%,0%,0.0
Jason Black,23,4,1,68.0,--,1.06,47%,2.60,45%,0.48,33%,28%,6.2
Igor Borisov,1,1,0,72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mack Brewer,0,1,0,,--,0.00,0%,6.67,36%,0.00,0%,0%,0.0
Mario Bautista,16,2,0,69.0,"69""",6.13,49%,4.45,55%,1.67,33%,67%,0.8
Peter Barrett,11,5,0,70.0,"73""",4.18,61%,4.32,42%,1.39,22%,66%,0.0
Nick Barnes,11,2,0,71.0,--,2.86,29%,8.93,51%,5.36,100%,100%,5.4
Tereza Bleda,7,1,0,69.0,"71""",3.02,53%,1.86,46%,1.81,27%,83%,0.7
Rob Broughton,16,7,1,74.0,"74""",2.83,60%,2.54,51%,0.00,0%,26%,3.2
Tim Boetsch,21,13,0,72.0,"74""",2.93,50%,2.90,57%,1.45,34%,59%,0.8
Sherrard Blackledge,5,1,0,71.0,"75""",3.70,49%,3.13,55%,4.00,33%,42%,0.0
Randy Brown,20,6,0,75.0,"78""",4.47,47%,3.26,54%,0.79,39%,73%,0.6
Enrique Barzola,17,5,2,67.0,"70""",3.91,41%,2.97,68%,4.20,45%,66%,0.3
Humberto Brown Morrison,4,6,0,70.0,--,1.71,50%,2.19,62%,1.43,25%,0%,0.0
Michael Bisping,30,9,0,73.0,"75""",4.33,38%,2.71,65%,1.05,43%,63%,0.3
Marcelo Brito,13,8,0,73.0,--,0.60,20%,3.53,55%,0.00,0%,50%,0.0
Jay Bogan,6,6,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Len Bentley,10,6,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dakota Bush,8,4,0,70.0,"73""",2.77,38%,4.42,41%,2.40,33%,0%,0.0
Roger Bowling,12,6,0 (1 NC),69.0,"68""",3.90,47%,3.86,51%,3.09,43%,27%,0.9
Chase Beebe,24,13,1,67.0,"67""",2.17,38%,1.64,69%,2.49,42%,41%,0.9
Ricardo Barros,2,2,0,73.0,--,0.00,0%,8.22,31%,0.00,0%,100%,0.0
Stephen Bass,11,2,0,69.0,--,4.87,52%,5.87,55%,0.00,0%,0%,0.0
Dean Barry,4,2,0,70.0,"72""",9.31,40%,4.66,51%,0.00,0%,100%,0.0
Shonte Barnes,6,2,1,71.0,"76""",2.32,38%,1.55,67%,0.00,0%,60%,0.0
Josh Bryant,15,4,0,70.0,--,1.10,20%,6.10,43%,0.00,0%,0%,0.0
Alan Baudot,8,3,0 (2 NC),75.0,"79""",5.36,58%,4.82,46%,0.00,0%,62%,0.0
Ignacio Bahamondes,17,6,0,75.0,"75""",6.55,45%,4.33,56%,0.00,0%,75%,0.4
Melton Bowen,0,1,0,72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Murilo Bustamante,15,8,1,74.0,--,1.33,32%,1.90,60%,2.46,33%,54%,1.2
Brian Bowles,10,3,0,67.0,"70""",2.36,26%,2.98,64%,1.39,70%,54%,1.4
Joe Brammer,7,3,1,68.0,--,2.15,31%,2.80,56%,0.81,50%,50%,0.0
Dylan Budka,7,5,0,72.0,"75""",1.06,38%,1.80,42%,1.93,38%,76%,0.4
Jesse Bongfeldt,16,5,1,72.0,--,2.91,62%,1.01,50%,1.51,33%,33%,0.0
Damien Brown,17,12,0,70.0,"68""",3.66,38%,4.86,50%,0.68,27%,53%,0.7
Joseph Benavidez,28,8,0,64.0,"65""",3.52,34%,2.67,61%,1.41,30%,62%,0.6
Caio Borralho,17,1,0 (1 NC),73.0,"75""",3.61,60%,2.34,62%,1.56,60%,76%,0.5
Derek Brunson,23,9,0,73.0,"77""",3.51,47%,3.05,51%,3.14,33%,85%,0.6
Salvador Becerra,5,2,0,69.0,--,4.57,31%,3.83,58%,0.00,0%,66%,0.0
Steve Byrnes,6,1,0,72.0,--,1.20,51%,2.67,27%,3.00,60%,0%,4.0
Viacheslav Borshchev,8,6,1,71.0,"69""",5.22,54%,4.73,57%,0.00,0%,42%,0.1
Rich Bouphanouvong,1,4,0,67.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Brennan,21,13,1,68.0,--,0.60,40%,0.97,50%,0.00,0%,25%,2.1
Diana Belbita,15,10,0,67.0,"68""",6.45,41%,6.55,51%,0.86,62%,64%,0.0
Allan Begosso,7,2,1,65.0,"66""",1.80,40%,7.73,34%,0.00,0%,25%,2.0
Felipe Bunes,14,7,0,67.0,"69""",4.49,53%,7.86,41%,2.59,25%,0%,2.6
Marcus Brimage,7,7,0,64.0,"71""",3.97,35%,3.64,56%,0.56,100%,80%,0.0
Mirsad Bektic,13,4,0,68.0,"70""",2.43,41%,1.80,57%,3.98,52%,92%,0.4
Stephan Bonnar,15,9,0,76.0,"79""",2.76,38%,3.01,52%,1.32,40%,60%,1.0
Ramiz Brahimaj,12,5,0,70.0,"72""",2.14,45%,3.81,43%,1.99,41%,47%,1.7
Zak Bucia,17,8,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Danny Barlow,9,1,0,74.0,"79""",5.62,50%,3.70,51%,0.00,0%,100%,0.0
Tom Breese,12,3,0,75.0,"73""",3.34,50%,2.81,60%,0.00,0%,70%,1.1
Aaron Brink,26,26,0 (2 NC),75.0,--,3.49,42%,5.71,57%,0.00,0%,0%,0.0
Shamar Bailey,16,11,0,69.0,"75""",1.56,20%,3.91,69%,1.50,33%,37%,0.0
Jordan Bailey,6,3,0,69.0,--,1.74,40%,0.29,0%,4.35,100%,0%,4.3
DeAnna Bennett,8,3,1,64.0,"68""",3.13,58%,3.27,58%,0.00,0%,0%,1.0
Mike Bourke,10,16,1 (1 NC),72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
KB Bhullar,8,2,0,76.0,"78""",4.31,49%,5.39,45%,0.00,0%,0%,0.0
David Blanco,2,0,0,67.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kyle Bradley,19,12,0 (1 NC),69.0,"71""",1.99,40%,3.45,58%,0.65,50%,40%,0.0
Siyar Bahadurzada,24,8,1,71.0,"73""",2.91,40%,3.23,49%,1.32,61%,62%,0.3
Allen Berube,4,3,0,68.0,--,0.92,80%,0.92,33%,6.87,100%,0%,3.4
Austin Bashi,13,1,0,66.0,"70""",1.94,48%,2.71,46%,8.39,39%,62%,1.3
Jonas Bilharinho,9,1,1,71.0,"75""",3.71,60%,3.36,57%,0.00,0%,100%,0.0
Junior Barata,9,3,1,70.0,--,4.03,33%,8.46,34%,0.00,0%,0%,0.0
Marc-Andre Barriault,17,9,0 (1 NC),73.0,"74""",6.02,47%,5.57,52%,0.21,25%,67%,0.1
David Branch,22,6,0,73.0,"78""",1.66,39%,1.91,56%,2.55,32%,43%,0.0
Anvar Boynazarov,3,1,0,69.0,--,0.00,0%,7.83,29%,0.00,0%,0%,0.0
Icaro Brito,7,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rolando Bedoya,14,4,0,71.0,"74""",7.29,49%,6.38,52%,0.00,0%,33%,0.0
Marco Beltran,8,6,0,68.0,"69""",2.07,37%,1.93,63%,0.70,50%,46%,0.2
Jerry Bohlander,11,4,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Goldman Butler,1,4,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Balajin,23,4,0,69.0,"72""",1.40,33%,2.73,50%,2.00,20%,66%,0.0
Shauna Bannon,7,1,0,65.0,"65""",4.77,43%,3.88,44%,0.00,0%,42%,0.8
Mehdi Baghdad,11,5,0,73.0,--,3.13,30%,4.56,46%,0.00,0%,33%,0.0
David Barrios,4,8,0,66.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Farid Basharat,13,0,0,68.0,"71""",4.36,55%,2.57,59%,3.97,44%,80%,0.5
Chris Brown,10,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Shawn Bunch,7,3,0,65.0,--,0.00,0%,1.55,55%,0.00,0%,50%,0.0
Jess Bouscal,3,2,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dave Beneteau,6,5,1,74.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Bostick,6,3,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kenneth Bergh,8,0,0 (1 NC),74.0,"74""",4.56,75%,1.27,28%,0.00,0%,0%,0.0
Renan Barao,34,9,0 (1 NC),66.0,"70""",3.78,36%,3.90,57%,1.49,41%,91%,0.5
Ian Butler,3,3,0 (1 NC),68.0,--,2.09,14%,6.69,36%,0.00,0%,50%,0.0
Todd Butler,1,4,0,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Herbert Burns,11,6,0,69.0,"73""",1.86,36%,5.17,41%,2.94,34%,66%,1.8
Nick Bustamante,5,3,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
James Bochnovic,8,3,0,76.0,"81""",0.65,26%,3.64,21%,0.00,0%,0%,0.0
Bryan Barberena,18,12,0,72.0,"72""",5.35,48%,4.59,44%,0.13,22%,50%,0.3
Ebenezer Fontes Braga,13,7,2,72.0,--,2.42,50%,0.42,71%,0.00,0%,90%,0.6
Lance Benoist,7,2,0,71.0,"72""",3.68,51%,2.70,56%,1.50,33%,61%,0.0
Lyle Beerbohm,24,3,0,70.0,--,1.98,55%,1.61,54%,2.10,23%,64%,0.3
Jason Butcher,10,2,0,75.0,--,1.82,40%,2.73,25%,13.64,50%,0%,0.0
Bubba Bush,8,3,0 (1 NC),72.0,--,0.63,55%,7.01,25%,2.82,50%,60%,0.0
Mark Bocek,12,5,0,68.0,"75""",2.34,43%,2.32,60%,3.65,36%,31%,1.3
Scott Bills,7,9,1,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Abdul Azeem Badakhshi,13,3,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bibulatov Magomed,14,2,0,65.0,"65""",3.60,51%,1.83,52%,2.85,40%,75%,0.0
Matt Brown,26,19,0,72.0,"75""",3.76,55%,2.92,55%,1.68,46%,63%,1.3
Dominic Brown,16,23,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Barnett,23,9,0,69.0,"75""",4.21,47%,6.53,39%,0.00,0%,33%,0.0
Drew Brokenshire,16,6,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Martin Buschkamp,9,0,0 (1 NC),69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dani Barbir,7,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ali Bagautinov,15,6,0,64.0,"65""",2.85,42%,3.09,52%,2.51,36%,65%,0.3
Shane Burgos,15,3,0,71.0,"75""",7.40,52%,6.78,56%,0.43,44%,91%,0.4
Josh Bumgarner,6,4,0,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Talita Bernardo,6,4,0,64.0,"68""",3.12,42%,4.04,55%,1.62,22%,28%,0.5
Cody Brundage,11,7,0 (1 NC),72.0,"72""",2.23,52%,2.90,46%,1.87,47%,68%,0.8
Courtney Buck,12,11,0,70.0,--,1.49,28%,3.24,54%,0.00,0%,33%,0.0
Keith Berish,5,1,0 (1 NC),72.0,--,3.58,36%,4.81,62%,1.76,40%,0%,0.0
Marcin Bandel,15,7,0,70.0,--,0.79,50%,5.26,23%,0.00,0%,0%,0.0
Rogerio Bontorin,16,4,0 (2 NC),65.0,"67""",2.63,52%,3.27,50%,2.90,60%,51%,1.0
TJ Brown,17,11,0,69.0,"72""",3.37,44%,2.89,49%,3.41,57%,36%,1.3
Marcos Brigagao,11,1,0,75.0,"76""",3.07,43%,3.27,25%,0.00,0%,36%,0.0
Edson Barboza,24,12,0,71.0,"75""",4.11,44%,4.65,56%,0.45,50%,72%,0.1
Adam Bramhald,13,3,0,70.0,"70""",7.65,45%,8.05,33%,0.00,0%,100%,0.0
Joey Beltran,17,14,0 (1 NC),73.0,"75""",4.92,36%,5.27,54%,0.48,18%,75%,0.0
Tony Bonello,16,3,1 (1 NC),74.0,--,0.62,33%,12.62,10%,0.00,0%,0%,0.0
Chasen Blair,6,3,0,70.0,"71""",5.27,39%,5.27,59%,0.00,0%,100%,0.0
Jesse Butler,12,6,0,70.0,"73""",2.02,34%,4.62,39%,0.00,0%,0%,0.0
Gregory Bouchelaghem,5,4,0,74.0,--,0.27,21%,1.53,36%,0.00,0%,50%,0.0
Robert Breslin,3,9,0,71.0,--,2.21,46%,3.50,66%,1.38,100%,50%,0.0
Caio Bittencourt,14,7,0,72.0,"75""",0.29,16%,0.57,33%,0.00,0%,0%,0.0
Travis Browne,18,7,1,78.0,"79""",2.93,41%,4.31,42%,1.21,68%,75%,0.2
Oluwale Bamgbose,6,4,0,71.0,"78""",2.45,48%,2.70,55%,0.94,33%,37%,0.0
Mayra Bueno Silva,10,5,1 (1 NC),66.0,"66""",3.83,58%,4.85,51%,0.57,29%,63%,1.5
Mandy Bohm,8,2,0 (1 NC),67.0,"71""",2.51,45%,3.24,60%,0.72,18%,75%,0.7
Gabriel Bonfim,18,1,0,73.0,"72""",4.54,45%,3.53,63%,4.03,55%,76%,1.6
Javid Basharat,14,2,0 (1 NC),69.0,"69""",5.41,53%,2.96,61%,1.62,40%,83%,0.2
Jules Bruchez,1,2,0,72.0,--,0.69,50%,5.52,46%,0.00,0%,0%,0.0
Ray Borg,13,5,0,64.0,"63""",1.52,52%,1.93,48%,3.89,50%,46%,1.0
Blake Bilder,8,2,1,68.0,"68""",3.81,48%,4.15,53%,0.31,7%,71%,0.6
Zachary Borrego,3,1,0,74.0,"78""",0.00,0%,1.94,33%,0.00,0%,0%,0.0
Michael Byrnes,5,3,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tom Blackledge,10,7,0,,--,2.91,61%,2.55,46%,0.00,0%,75%,0.0
Francisco Bueno,5,2,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jose Barreto,0,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mads Burnell,9,3,0,68.0,"69""",1.28,41%,2.71,51%,3.45,47%,22%,0.4
Donovan Beard,7,2,0,74.0,"78""",0.00,0%,5.77,28%,0.00,0%,0%,0.0
Dieusel Berto,0,3,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Amaury Bitetti,5,2,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ariel Beck,4,5,0,66.0,"66""",4.44,34%,4.31,64%,0.00,0%,0%,0.0
Miguel Baeza,10,4,0,74.0,"74""",4.09,49%,5.92,46%,0.36,22%,54%,2.0
Byron Bloodworth,6,3,0,68.0,--,1.82,28%,5.18,50%,0.00,0%,0%,0.0
Manny Bermudez,14,2,0,70.0,"71""",2.92,61%,2.68,46%,3.06,54%,0%,3.1
Mike Bencic,1,2,0,72.0,--,0.00,0%,3.32,53%,0.00,0%,0%,0.0
Charles Byrd,10,7,0,70.0,"73""",3.43,55%,2.63,55%,2.50,50%,40%,1.5
Billy Brand,5,2,0,66.0,"65""",2.86,25%,8.57,40%,0.00,0%,75%,0.0
Martin Bravo,11,3,0,68.0,"71""",7.66,39%,5.72,51%,2.60,35%,85%,0.0
Simon Biyong,7,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dashawn Boatwright,3,1,0,72.0,--,0.00,0%,52.50,12%,0.00,0%,0%,0.0
Michael Bravo,7,4,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
James Barnes,14,5,0,68.0,"71""",0.57,34%,3.02,39%,1.08,16%,40%,0.0
Will Brooks,18,4,0,70.0,"72""",4.26,59%,2.54,56%,2.08,51%,82%,0.3
Kevin Borjas,10,3,0,65.0,"68""",5.10,44%,5.99,51%,0.00,0%,65%,0.0
Sean Bassett,0,4,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jason Brilz,22,6,1,71.0,"71""",2.66,40%,1.78,65%,2.37,25%,25%,1.3
Ashe Bowman,9,11,0,69.0,--,2.43,42%,4.86,57%,0.00,0%,0%,0.0
Jack Becker,13,6,0,68.0,"71""",1.01,39%,5.82,26%,1.68,50%,0%,0.0
Colley  Bradford,0,1,0,67.0,--,0.43,25%,1.73,50%,19.42,50%,100%,0.0
Daniel Barez,17,7,0,66.0,"66""",3.65,49%,5.95,50%,1.93,28%,80%,0.6
Tae Hyun Bang,18,10,0,69.0,"71""",2.72,38%,2.07,66%,0.49,33%,57%,0.5
Robert Bryczek,17,6,0,72.0,"75""",2.13,24%,4.47,60%,0.00,0%,100%,0.0
Denys Bondar,14,5,0,66.0,"69""",4.59,50%,5.16,56%,3.99,58%,62%,0.0
Kotetsu Boku,25,11,2,69.0,--,2.47,42%,2.80,53%,0.00,0%,0%,0.0
Da'Mon Blackshear,17,7,1,70.0,"72""",4.70,46%,4.15,52%,1.56,36%,71%,1.6
Nah-Shon Burrell,15,7,0 (1 NC),71.0,--,4.83,47%,3.45,56%,0.00,0%,52%,0.3
Tanner Boser,21,10,1,74.0,"75""",4.70,52%,2.75,58%,0.00,0%,63%,0.0
Benjamin Bennett,7,1,0,72.0,"73""",4.53,54%,4.53,65%,6.00,60%,0%,0.0
Rodolfo Bellato,12,2,1 (1 NC),75.0,"75""",5.84,61%,6.00,45%,1.26,36%,100%,0.3
Lee Brousseau,5,3,0,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joe Benoit,11,4,0,69.0,--,0.00,0%,0.00,100%,0.00,0%,0%,0.0
Vitor Belfort,26,14,0 (1 NC),72.0,"74""",1.59,46%,2.83,50%,1.02,60%,53%,0.6
Modestas Bukauskas,18,6,0,75.0,"78""",3.26,42%,4.07,51%,0.31,66%,77%,0.2
Dave Berry,0,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Michel Batista,4,1,0 (1 NC),75.0,--,0.00,0%,4.03,40%,6.72,50%,0%,0.0
Julia Budd,10,2,0,67.0,"67""",2.42,74%,1.18,47%,3.60,57%,83%,0.0
Jarred Brooks,13,2,0,63.0,"62""",2.12,46%,1.66,62%,4.54,57%,69%,0.6
Joshua Burkman,28,16,0 (1 NC),70.0,"72""",2.69,43%,3.13,51%,2.53,36%,72%,0.3
Curtis Blaydes,19,5,0 (1 NC),76.0,"80""",3.56,50%,2.00,58%,5.38,48%,31%,0.0
Diego Brandao,22,11,0,67.0,"64""",2.94,47%,3.38,62%,3.21,68%,80%,0.6
Scott Baker,1,1,0,72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Edson Berto,17,12,1,66.0,--,1.76,36%,4.62,47%,5.47,40%,0%,2.7
Khadzhi Bestaev,10,4,0,78.0,"76""",6.15,29%,10.00,43%,0.00,0%,0%,0.0
Marcio Barbosa,16,2,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bruna Brasil,10,5,1,66.0,"65""",2.77,59%,4.14,48%,1.55,66%,54%,0.0
Steve Bruno,15,6,0,70.0,--,0.96,52%,3.38,36%,1.94,25%,46%,0.4
Francois Botha,0,1,0,74.0,--,0.00,0%,1.05,77%,0.00,0%,0%,0.0
Alexandre Barros,22,11,0,69.0,--,0.98,40%,4.05,36%,1.84,50%,100%,0.0
Matt Bessette,22,9,0 (1 NC),70.0,"70""",4.36,41%,4.45,58%,0.64,28%,61%,0.3
Azamat Bekoev,20,3,0,72.0,"72""",7.59,61%,4.48,46%,2.59,33%,100%,0.0
Paul Buentello,35,17,0,74.0,"77""",3.29,45%,3.83,52%,0.19,33%,39%,0.4
Danilo Belluardo,12,5,0,72.0,"74""",1.52,61%,4.79,41%,3.50,100%,50%,0.0
Izabela Badurek,6,3,0,65.0,--,3.74,71%,4.90,32%,1.75,12%,100%,0.0
Steve Berger,21,23,2 (1 NC),71.0,--,1.00,27%,3.26,36%,0.84,40%,16%,1.7
Mike Breeden,11,6,0,70.0,"70""",5.75,45%,7.28,42%,0.98,30%,67%,0.0
Marcos Bonilla,4,4,0,70.0,--,0.47,12%,0.47,94%,0.00,0%,0%,0.0
Henry Briones,16,8,1,68.0,"69""",3.47,42%,4.68,53%,0.00,0%,52%,0.6
Kyron Bowen,9,5,0,75.0,"73""",2.73,57%,2.05,40%,0.00,0%,0%,0.0
Kaik Brito,16,5,0,71.0,"72""",2.80,38%,3.87,55%,0.00,0%,55%,2.0
Davi Bittencourt,14,4,0,65.0,"65""",4.15,66%,1.51,46%,14.15,33%,0%,0.0
David Baron,17,4,1,66.0,--,1.17,30%,2.10,56%,0.00,0%,14%,0.7
Brad Blackburn,18,13,1 (1 NC),70.0,"73""",4.55,35%,3.59,65%,0.93,50%,76%,0.7
Pat Benson,3,5,3,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joaquin Buckley,21,7,0,70.0,"76""",3.88,36%,2.93,59%,1.54,45%,72%,0.1
Gabriel Benitez,23,13,0,68.0,"71""",5.26,41%,4.49,63%,0.22,50%,55%,0.9
Kyle Bochniak,8,5,0,67.0,"70""",2.63,31%,5.11,58%,1.14,15%,62%,0.0
Mike Brown,26,9,0,66.0,"70""",2.98,44%,2.45,60%,3.23,40%,66%,0.6
Jeremiah Billington,11,2,0,69.0,--,1.60,62%,7.06,35%,0.00,0%,50%,0.0
Yousri Belgaroui,8,3,0,77.0,"79""",4.43,60%,2.65,57%,0.00,0%,81%,0.0
Mike Bronzoulis,18,9,1,72.0,--,1.13,34%,2.54,37%,0.00,0%,33%,0.0
Marcus Buchecha,5,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Stephen Banaszak,5,5,0,72.0,--,4.20,47%,1.15,66%,0.00,0%,100%,1.9
Kyle Bolt,8,4,0,74.0,--,7.27,52%,7.27,45%,0.00,0%,0%,0.0
Ilian Bouafia,6,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Josh Burns,8,10,0,73.0,--,2.40,48%,5.73,32%,0.00,0%,100%,0.0
Frederick Brown,3,2,0,72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kevin Burns,12,7,0,70.0,"74""",2.74,38%,4.30,52%,0.28,50%,47%,0.8
Anton Berzin,5,1,0,74.0,--,4.40,46%,6.80,67%,2.00,28%,0%,1.0
Elves Brener,16,5,0,70.0,"72""",3.99,47%,5.30,48%,1.23,23%,76%,0.0
Bryan Baker,18,5,0,75.0,--,1.78,52%,2.83,45%,0.44,50%,37%,0.9
Marcus Bossett,1,3,0,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
JP Buys,9,6,0,65.0,"67""",1.88,39%,3.02,40%,1.55,25%,25%,2.3
Humberto Bandenay,14,7,0 (1 NC),71.0,"71""",2.22,41%,4.79,41%,2.90,46%,62%,0.5
Niklas Backstrom,11,3,0 (1 NC),73.0,--,1.12,41%,3.65,40%,2.92,80%,72%,2.2
Justin Burlinson,6,1,0,73.0,"74""",1.24,40%,3.09,61%,0.00,0%,100%,9.3
Josh Bennett,11,14,0,76.0,--,2.90,40%,5.80,43%,1.50,100%,100%,0.0
Mikey Burnett,5,2,0,66.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
David Bielkheden,24,12,0,70.0,"71""",1.11,57%,1.64,54%,2.65,63%,14%,0.0
Chris Beal,10,5,0,67.0,"69""",3.45,35%,3.18,61%,1.60,58%,78%,0.2
Namsrai Batbayar,8,1,0,64.0,"68""",3.57,37%,4.01,47%,3.25,33%,0%,0.0
Bryan Battle,13,2,0 (1 NC),73.0,"77""",5.12,52%,4.11,44%,0.77,17%,53%,0.4
Ryan Bastianelli,6,7,0 (1 NC),65.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dan Barrera,3,1,0,69.0,--,0.80,70%,1.20,28%,1.00,8%,0%,0.0
Ryan Bader,23,5,0,74.0,"74""",2.82,43%,1.39,71%,3.37,44%,80%,0.4
Charles Bennett,30,33,2,68.0,--,1.39,39%,1.35,64%,2.02,100%,36%,2.0
Jeff Bedard,13,3,0,66.0,--,0.80,51%,0.00,100%,3.43,66%,100%,2.6
Francimar Barroso,19,7,0 (1 NC),73.0,"75""",2.77,52%,3.07,59%,2.22,24%,83%,0.0
Dennis Buzukja,12,5,0,69.0,"70""",4.21,43%,4.82,48%,0.63,27%,75%,0.2
Derek Bohi,8,5,0,76.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dennis Bryant,5,2,0,72.0,--,10.56,59%,10.56,13%,0.00,0%,0%,0.0
Carlos Barreto,14,9,0,76.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Arjan Bhullar,9,1,0,73.0,"75""",2.33,56%,3.25,59%,1.73,75%,100%,0.0
Iwo Baraniewski,5,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dione Barbosa,8,3,0,66.0,"66""",2.35,50%,2.73,67%,1.93,33%,42%,2.3
Bret Bergmark,6,1,1,69.0,--,2.78,52%,2.78,37%,4.17,100%,50%,4.2
Jeremy Boczulak,0,2,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan Benoit,10,8,0,65.0,"68""",2.88,39%,3.65,58%,0.28,22%,72%,0.4
Justin Bruckmann,7,3,0,69.0,--,0.59,66%,5.91,16%,0.00,0%,33%,0.0
Alan Belcher,18,8,0,74.0,"75""",2.70,41%,3.10,59%,0.44,26%,55%,0.9
Chris Birchler,7,4,0,75.0,--,9.35,46%,14.83,35%,0.00,0%,0%,0.0
Dan Bobish,17,9,0,74.0,--,2.06,44%,1.74,34%,2.44,42%,0%,1.6
Eric Bedard,6,7,0,74.0,--,6.37,35%,8.54,52%,0.00,0%,0%,0.0
Scott Bessac,4,6,0,76.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Seth Baczynski,20,14,0,75.0,"75""",3.08,31%,3.14,51%,0.89,16%,48%,0.8
Antwain Britt,11,6,0,73.0,"77""",1.46,39%,2.81,44%,1.56,40%,50%,0.0
Terrell Brown,3,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Todd Brown,16,4,0 (1 NC),71.0,--,2.15,45%,3.85,48%,0.00,0%,50%,0.0
Raoni Barcelos,20,5,0,67.0,"67""",4.87,52%,4.40,60%,2.33,33%,85%,0.6
Angad Bisht,10,3,0,67.0,"67""",3.91,51%,4.56,33%,2.41,37%,100%,0.0
Daron Cruickshank,18,10,0 (1 NC),68.0,"72""",2.88,38%,2.98,57%,2.04,41%,60%,0.2
Alex Crispin,0,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Spike Carlyle,9,3,0,68.0,"71""",2.55,54%,3.85,30%,3.34,36%,57%,0.5
John Clarke,1,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Emilio Chavez,12,9,0,69.0,--,2.73,48%,1.53,54%,3.00,50%,0%,0.0
Cameron Church,4,1,0,71.0,"72""",4.00,40%,4.93,50%,0.00,0%,60%,1.0
Ryo Chonan,22,13,0,69.0,"70""",2.57,43%,2.25,60%,0.61,41%,39%,0.3
Rich Clementi,45,23,1,69.0,"72""",1.43,37%,2.29,60%,1.72,42%,25%,1.1
